Date,State,Positive,Negative,Pending,Hospitalized – Currently,Hospitalized – Cumulative,In ICU – Currently,In ICU – Cumulative,On Ventilator – Currently,On Ventilator – Cumulative,Recovered,Deaths
20200318,WA,"1,388","13,117",,,,,,,,,81
20200318,WI,106,"1,577",,,,,,,,,
20200318,WV,1,122,14,,,,,,,,0
20200318,WY,15,178,,,,,,,,,
20200317,AK,3,334,,,,,,,,,
20200317,AL,36,28,,,,,,,,,0
20200317,AR,22,197,41,,,,,,,,
20200317,AS,,,,,,,,,,,
20200317,AZ,20,142,66,,,,,,,,0
20200317,CA,483,"7,981",,,,,,,,,11
20200317,CO,160,"1,056",,,,,,,,,1
20200317,CT,41,125,,,,,,,,,
20200317,DC,22,104,0,,,,,,,,
20200317,DE,16,36,,,,,,,,,
20200317,FL,186,940,872,,,,,,,,6
20200317,GA,146,,,,,,,,,,1
20200317,GU,5,41,,,,,,,,,
20200317,HI,10,,,,,,,,,,
20200317,IA,23,83,,,,,,,,,
20200317,ID,7,346,,,,,,,,,
20200317,IL,159,"1,340",,,,,,,,,1
20200317,IN,30,129,,,,,,,,,2
20200317,KS,15,382,,,,,,,,,1
20200317,KY,22,295,,,,,,,,,1
20200317,LA,171,286,,,,,,,,,4
20200317,MA,218,"1,541",,,,,,,,,
20200317,MD,57,94,,,,,,,,,
20200317,ME,32,"1,303",,,,,,,,,
20200317,MI,65,626,,,,,,,,,
20200317,MN,60,"2,276",,,,,,,,,
20200317,MO,8,207,,,,,,,,,0
20200317,MP,0,,,,,,,,,,
20200317,MS,21,368,,,,,,,,,
20200317,MT,8,303,,,,,,,,,
20200317,NC,40,474,,,,,,,,,0
20200317,ND,3,220,0,,,,,,,,0
20200317,NE,21,206,,,,,,,,,
20200317,NH,17,355,195,,,,,,,,
20200317,NJ,267,163,55,,,,,,,,3
20200317,NM,23,"1,249",,,,,,,,,
20200317,NV,55,168,,,,,,,,,1
20200317,NY,"1,700","5,506",,,,,,,,,7
20200317,OH,67,140,,,,,,,,,
20200317,OK,17,247,82,,,,,,,,
20200317,OR,47,689,184,,,,,,,,
20200317,PA,96,879,,,,,,,,,
20200317,PR,5,13,4,,,,,,,,
20200317,RI,23,403,149,,,,,,,,
20200317,SC,33,311,,,,,,,,,1
20200317,SD,11,551,35,,,,,,,,
20200317,TN,73,330,,,,,,,,,
20200317,TX,64,"1,204",,,,,,,,,1
20200317,UT,51,131,,,,,,,,,0
20200317,VA,67,961,,,,,,,,,1
20200317,VI,2,,,,,,,,,,
20200317,VT,10,495,,,,,,,,,
20200317,WA,"1,218","11,582",,,,,,,,,77
20200317,WI,72,"1,038",,,,,,,,,
20200317,WV,0,80,4,,,,,,,,0
20200317,WY,10,95,,,,,,,,,
20200316,AK,1,143,,,,,,,,,
20200316,AL,28,28,40,,,,,,,,0
20200316,AR,22,132,14,,,,,,,,
20200316,AS,,,,,,,,,,,
20200316,AZ,18,125,63,,,,,,,,0
20200316,CA,335,"7,981",,,,,,,,,6
20200316,CO,131,627,,,,,,,,,1
20200316,CT,26,125,,,,,,,,,
20200316,DC,17,96,7,,,,,,,,
20200316,DE,8,36,32,,,,,,,,
20200316,FL,141,684,514,,,,,,,,4
20200316,GA,121,,,,,,,,,,1
20200316,GU,3,23,,,,,,,,,
20200316,HI,7,,,,,,,,,,
20200316,IA,22,83,,,,,,,,,
20200316,ID,5,265,,,,,,,,,
20200316,IL,93,932,,,,,,,,,
20200316,IN,24,115,,,,,,,,,1
20200316,KS,11,166,,,,,,,,,1
20200316,KY,21,234,,,,,,,,,1
20200316,LA,114,188,,,,,,,,,2
20200316,MA,164,352,,,,,,,,,
20200316,MD,37,94,,,,,,,,,
20200316,ME,17,764,,,,,,,,,
20200316,MI,53,272,30,,,,,,,,
20200316,MN,54,"1,839",,,,,,,,,
20200316,MO,6,164,,,,,,,,,0
20200316,MP,0,,,,,,,,,,
20200316,MS,12,277,,,,,,,,,
20200316,MT,7,198,,,,,,,,,
20200316,NC,33,296,151,,,,,,,,0
20200316,ND,1,123,0,,,,,,,,0
20200316,NE,18,170,,,,,,,,,
20200316,NH,13,271,95,,,,,,,,
20200316,NJ,178,120,20,,,,,,,,2
20200316,NM,17,566,,,,,,,,,
20200316,NV,45,168,,,,,,,,,1
20200316,NY,950,"4,543",,,,,,,,,7
20200316,OH,50,140,361,,,,,,,,
20200316,OK,10,174,29,,,,,,,,
20200316,OR,39,579,182,,,,,,,,
20200316,PA,76,670,,,,,,,,,
20200316,PR,5,9,,,,,,,,,
20200316,RI,21,308,149,,,,,,,,
20200316,SC,28,235,,,,,,,,,1
20200316,SD,10,494,0,,,,,,,,
20200316,TN,52,270,,,,,,,,,
20200316,TX,57,,,,,,,,,,
20200316,UT,39,131,,,,,,,,,0
20200316,VA,51,438,,,,,,,,,1
20200316,VI,1,,,,,,,,,,
20200316,VT,8,421,,,,,,,,,
20200316,WA,"1,052","9,451",,,,,,,,,68
20200316,WI,47,504,,,,,,,,,
20200316,WV,0,80,4,,,,,,,,0
20200316,WY,3,,,,,,,,,,
20200315,AK,1,143,,,,,,,,,
20200315,AL,12,28,46,,,,,,,,0
20200315,AR,16,103,30,,,,,,,,
20200315,AZ,12,121,50,,,,,,,,0
20200315,CA,293,916,,,,,,,,,5
20200315,CO,131,627,,,,,,,,,1
20200315,CT,20,125,,,,,,,,,
20200315,DC,16,79,20,,,,,,,,
20200315,DE,6,36,32,,,,,,,,
20200315,FL,116,678,454,,,,,,,,4
20200315,GA,99,,,,,,,,,,1
20200315,HI,2,,,,,,,,,,
20200315,IA,18,83,,,,,,,,,
20200315,ID,5,174,,,,,,,,,
20200315,IL,64,449,195,,,,,,,,
20200315,IN,19,102,,,,,,,,,0
20200315,KS,8,135,,,,,,,,,1
20200315,KY,16,139,,,,,,,,,
20200315,LA,91,156,,,,,,,,,2
20200315,MA,138,352,,,,,,,,,
20200315,MD,31,94,,,,,,,,,
20200315,ME,3,91,17,,,,,,,,
20200315,MI,33,205,26,,,,,,,,
20200315,MN,35,"1,387",,,,,,,,,
20200315,MO,5,122,,,,,,,,,0
20200315,MS,10,84,,,,,,,,,
20200315,MT,7,103,57,,,,,,,,
20200315,NC,32,227,151,,,,,,,,
20200315,ND,1,95,4,,,,,,,,0
20200315,NE,17,80,33,,,,,,,,
20200315,NH,13,271,95,,,,,,,,
20200315,NJ,98,120,34,,,,,,,,2
20200315,NM,13,482,,,,,,,,,
20200315,NV,21,168,164,,,,,,,,
20200315,NY,729,"4,543",,,,,,,,,3
20200315,OH,36,139,350,,,,,,,,
20200315,OK,9,118,12,,,,,,,,
20200315,OR,36,420,225,,,,,,,,
20200315,PA,63,205,183,,,,,,,,
20200315,RI,20,271,57,,,,,,,,
20200315,SC,19,154,,,,,,,,,
20200315,SD,9,327,6,,,,,,,,
20200315,TN,39,157,,,,,,,,,
20200315,TX,56,,,,,,,,,,
20200315,UT,28,131,,,,,,,,,0
20200315,VA,45,363,,,,,,,,,1
20200315,VT,4,348,,,,,,,,,
20200315,WA,924,"7,122",,,,,,,,,56
20200315,WI,33,313,,,,,,,,,
20200315,WV,0,38,1,,,,,,,,0
20200315,WY,3,,,,,,,,,,
20200314,AK,1,143,,,,,,,,,
20200314,AL,6,22,46,,,,,,,,
20200314,AR,12,65,26,,,,,,,,
20200314,AZ,12,121,50,,,,,,,,0
20200314,CA,252,916,,,,,,,,,5
20200314,CO,101,610,,,,,,,,,1
20200314,CT,11,125,,,,,,,,,
20200314,DC,10,49,10,,,,,,,,
20200314,DE,6,36,32,,,,,,,,
20200314,FL,77,478,221,,,,,,,,3
20200314,GA,66,,,,,,,,,,1
20200314,HI,2,,,,,,,,,,
20200314,IA,17,83,,,,,,,,,
20200314,ID,2,174,,,,,,,,,
20200314,IL,46,316,82,,,,,,,,
20200314,IN,15,74,,,,,,,,,0
20200314,KS,6,93,,,,,,,,,1
20200314,KY,14,139,,,,,,,,,
20200314,LA,69,109,,,,,,,,,
20200314,MA,138,352,,,,,,,,,
20200314,MD,26,94,,,,,,,,,
20200314,ME,3,91,17,,,,,,,,
20200314,MI,25,205,26,,,,,,,,
20200314,MN,21,847,,,,,,,,,
20200314,MO,4,90,,,,,,,,,0
20200314,MS,6,84,,,,,,,,,
20200314,MT,5,103,,,,,,,,,
20200314,NC,23,137,,,,,,,,,
20200314,ND,1,54,14,,,,,,,,0
20200314,NE,14,80,33,,,,,,,,
20200314,NH,7,212,31,,,,,,,,
20200314,NJ,50,97,80,,,,,,,,1
20200314,NM,10,237,,,,,,,,,
20200314,NV,20,168,,,,,,,,,
20200314,NY,524,"2,779",,,,,,,,,
20200314,OH,13,50,159,,,,,,,,
20200314,OK,4,36,37,,,,,,,,
20200314,OR,30,337,157,,,,,,,,
20200314,PA,47,205,150,,,,,,,,
20200314,RI,20,198,57,,,,,,,,
20200314,SC,13,110,,,,,,,,,
20200314,SD,9,182,3,,,,,,,,
20200314,TN,32,130,,,,,,,,,
20200314,TX,51,,,,,,,,,,
20200314,UT,6,131,,,,,,,,,
20200314,VA,30,117,,,,,,,,,
20200314,VT,4,227,,,,,,,,,
20200314,WA,793,"6,001",,,,,,,,,51
20200314,WI,19,169,,,,,,,,,
20200314,WV,0,26,5,,,,,,,,
20200314,WY,2,,,,,,,,,,
20200313,AK,1,59,,,,,,,,,
20200313,AL,1,11,,,,,,,,,
20200313,AR,9,30,22,,,,,,,,
20200313,AZ,9,94,40,,,,,,,,0
20200313,CA,202,916,,,,,,,,,4
20200313,CO,72,524,,,,,,,,,
20200313,CT,6,99,,,,,,,,,
20200313,DC,10,20,,,,,,,,,
20200313,DE,4,30,10,,,,,,,,
20200313,FL,50,478,221,,,,,,,,2
20200313,GA,42,,,,,,,,,,1
20200313,HI,2,,,,,,,,,,
20200313,IA,16,83,29,,,,,,,,
20200313,ID,0,131,,,,,,,,,
20200313,IL,32,294,92,,,,,,,,
20200313,IN,12,61,,,,,,,,,
20200313,KS,6,93,,,,,,,,,
20200313,KY,11,107,,,,,,,,,
20200313,LA,36,37,,,,,,,,,
20200313,MA,123,92,,,,,,,,,
20200313,MD,17,94,,,,,,,,,
20200313,ME,3,91,17,,,,,,,,
20200313,MI,16,133,26,,,,,,,,
20200313,MN,14,541,,,,,,,,,
20200313,MO,2,71,,,,,,,,,
20200313,MS,4,41,,,,,,,,,
20200313,MT,1,55,,,,,,,,,
20200313,NC,15,86,,,,,,,,,
20200313,ND,1,39,12,,,,,,,,0
20200313,NE,13,80,33,,,,,,,,
20200313,NH,6,94,21,,,,,,,,
20200313,NJ,50,97,80,,,,,,,,1
20200313,NM,10,190,,,,,,,,,
20200313,NV,11,168,,,,,,,,,
20200313,NY,421,"2,779",,,,,,,,,
20200313,OH,13,50,159,,,,,,,,
20200313,OK,3,36,37,,,,,,,,
20200313,OR,30,337,157,,,,,,,,
20200313,PA,41,140,130,,,,,,,,
20200313,RI,14,142,29,,,,,,,,
20200313,SC,12,75,,,,,,,,,
20200313,SD,9,73,11,,,,,,,,
20200313,TN,26,116,,,,,,,,,
20200313,TX,39,,,,,,,,,,
20200313,UT,6,131,,,,,,,,,
20200313,VA,30,117,,,,,,,,,
20200313,VT,2,142,,,,,,,,,
20200313,WA,693,"4,350",,,,,,,,,47
20200313,WI,19,169,,,,,,,,,
20200313,WV,0,17,4,,,,,,,,
20200313,WY,1,,,,,,,,,,
20200312,AK,0,46,14,,,,,,,,
20200312,AL,0,10,,,,,,,,,
20200312,AR,6,24,20,,,,,,,,
20200312,AZ,9,82,24,,,,,,,,
20200312,CA,202,916,,,,,,,,,4
20200312,CO,45,298,,,,,,,,,
20200312,CT,6,89,,,,,,,,,
20200312,DC,10,20,,,,,,,,,
20200312,DE,4,23,14,,,,,,,,
20200312,FL,32,301,147,,,,,,,,2
20200312,GA,31,,,,,,,,,,
20200312,HI,2,,,,,,,,,,
20200312,IA,14,67,24,,,,,,,,
20200312,ID,0,93,,,,,,,,,
20200312,IL,25,266,76,,,,,,,,
20200312,IN,12,52,,,,,,,,,
20200312,KS,4,41,,,,,,,,,
20200312,KY,8,56,,,,,,,,,
20200312,LA,14,37,,,,,,,,,
20200312,MA,95,,,,,,,,,,
20200312,MD,12,94,,,,,,,,,
20200312,ME,1,65,20,,,,,,,,
20200312,MI,2,91,27,,,,,,,,
20200312,MN,9,307,,,,,,,,,
20200312,MO,1,64,,,,,,,,,
20200312,MS,1,41,,,,,,,,,
20200312,MT,1,34,,,,,,,,,
20200312,NC,12,60,,,,,,,,,
20200312,ND,1,12,14,,,,,,,,
20200312,NE,10,80,33,,,,,,,,
20200312,NH,6,94,21,,,,,,,,
20200312,NJ,30,74,20,,,,,,,,1
20200312,NM,5,155,,,,,,,,,
20200312,NV,7,168,,,,,,,,,
20200312,NY,216,92,,,,,,,,,
20200312,OH,5,30,52,,,,,,,,
20200312,OK,3,36,4,,,,,,,,
20200312,OR,19,286,62,,,,,,,,
20200312,PA,22,116,81,,,,,,,,
20200312,RI,5,94,8,,,,,,,,
20200312,SC,10,48,,,,,,,,,
20200312,SD,8,27,11,,,,,,,,
20200312,TN,18,79,,,,,,,,,
20200312,TX,23,,,,,,,,,,
20200312,UT,4,131,,,,,,,,,
20200312,VA,17,117,,,,,,,,,
20200312,VT,2,97,,,,,,,,,
20200312,WA,543,"3,037",,,,,,,,,44
20200312,WI,8,84,,,,,,,,,
20200312,WV,0,7,1,,,,,,,,
20200312,WY,1,,,,,,,,,,
20200311,AK,0,46,14,,,,,,,,
20200311,AL,0,10,,,,,,,,,
20200311,AR,0,12,14,,,,,,,,
20200311,AZ,9,59,32,,,,,,,,
20200311,CA,157,916,,,,,,,,,
20200311,CO,28,251,,,,,,,,,
20200311,CT,3,71,,,,,,,,,
20200311,DC,5,20,15,,,,,,,,
20200311,DE,1,17,2,,,,,,,,
20200311,FL,28,301,147,,,,,,,,2
20200311,GA,22,,,,,,,,,,
20200311,HI,2,,,,,,,,,,
20200311,IA,13,46,27,,,,,,,,
20200311,ID,0,67,,,,,,,,,
20200311,IL,19,244,63,,,,,,,,
20200311,IN,10,33,,,,,,,,,
20200311,KS,1,41,,,,,,,,,
20200311,KY,8,46,,,,,,,,,
20200311,LA,6,37,,,,,,,,,
20200311,MA,92,,,,,,,,,,
20200311,MD,9,94,,,,,,,,,
20200311,ME,0,42,5,,,,,,,,
20200311,MI,2,57,18,,,,,,,,
20200311,MN,5,217,,,,,,,,,
20200311,MO,1,,,,,,,,,,
20200311,MS,0,20,,,,,,,,,
20200311,MT,0,21,,,,,,,,,
20200311,NC,7,,,,,,,,,,
20200311,ND,0,7,6,,,,,,,,
20200311,NE,5,47,16,,,,,,,,
20200311,NH,4,38,5,,,,,,,,
20200311,NJ,24,57,20,,,,,,,,1
20200311,NM,3,87,,,,,,,,,
20200311,NV,5,168,,,,,,,,,
20200311,NY,216,92,,,,,,,,,
20200311,OH,4,21,24,,,,,,,,
20200311,OK,2,15,11,,,,,,,,
20200311,OR,19,286,62,,,,,,,,
20200311,PA,16,88,54,,,,,,,,
20200311,RI,5,94,24,,,,,,,,
20200311,SC,9,32,,,,,,,,,
20200311,SD,5,13,2,,,,,,,,
20200311,TN,7,50,,,,,,,,,
20200311,TX,21,,,,,,,,,,
20200311,UT,2,,,,,,,,,,
20200311,VA,9,60,,,,,,,,,
20200311,VT,1,62,,,,,,,,,
20200311,WA,474,"2,175",,,,,,,,,40
20200311,WI,3,43,,,,,,,,,
20200311,WV,0,3,2,,,,,,,,
20200311,WY,0,,,,,,,,,,
20200310,AK,0,23,9,,,,,,,,
20200310,AL,0,0,0,,,,,,,,
20200310,AR,0,12,3,,,,,,,,
20200310,AZ,6,51,27,,,,,,,,
20200310,CA,133,690,,,,,,,,,
20200310,CO,12,142,1,,,,,,,,
20200310,CT,2,54,,,,,,,,,
20200310,DC,5,17,2,,,,,,,,
20200310,DE,0,17,3,,,,,,,,
20200310,FL,19,222,155,,,,,,,,
20200310,GA,17,,,,,,,,,,
20200310,HI,2,,,,,,,,,,
20200310,IA,8,32,11,,,,,,,,
20200310,ID,0,41,,,,,,,,,
20200310,IL,19,244,63,,,,,,,,
20200310,IN,6,30,,,,,,,,,
20200310,KS,1,17,21,,,,,,,,
20200310,KY,6,28,,,,,,,,,
20200310,LA,1,11,,,,,,,,,
20200310,MA,92,,,,,,,,,,
20200310,MD,6,89,,,,,,,,,
20200310,ME,0,20,5,,,,,,,,
20200310,MI,0,39,24,,,,,,,,
20200310,MN,3,132,,,,,,,,,
20200310,MO,1,,,,,,,,,,
20200310,MS,0,,,,,,,,,,
20200310,MT,0,15,,,,,,,,,
20200310,NC,7,,,,,,,,,,
20200310,ND,0,6,2,,,,,,,,
20200310,NE,3,47,16,,,,,,,,
20200310,NH,4,38,5,,,,,,,,
20200310,NJ,15,44,20,,,,,,,,
20200310,NM,0,69,,,,,,,,,
20200310,NV,1,14,,,,,,,,,
20200310,NY,173,92,,,,,,,,,
20200310,OH,3,14,15,,,,,,,,
20200310,OK,2,15,11,,,,,,,,
20200310,OR,15,213,67,,,,,,,,
20200310,PA,12,,,,,,,,,,
20200310,RI,3,58,6,,,,,,,,
20200310,SC,7,24,,,,,,,,,
20200310,SD,0,11,0,,,,,,,,
20200310,TN,7,,,,,,,,,,
20200310,TX,13,,,,,,,,,,
20200310,UT,2,,,,,,,,,,
20200310,VA,8,53,,,,,,,,,
20200310,VT,1,40,,,,,,,,,
20200310,WA,390,"1,110",,,,,,,,,37
20200310,WI,2,36,,,,,,,,,
20200310,WV,0,2,3,,,,,,,,
20200310,WY,0,0,0,,,,,,,,
20200309,AK,0,23,9,,,,,,,,
20200309,AL,0,,,,,,,,,,
20200309,AR,0,12,0,,,,,,,,
20200309,AZ,5,44,7,,,,,,,,
20200309,CA,114,690,,,,,,,,,
20200309,CO,9,133,,,,,,,,,
20200309,CT,1,46,,,,,,,,,
20200309,DC,1,14,3,,,,,,,,
20200309,DE,0,15,3,,,,,,,,
20200309,FL,18,140,115,,,,,,,,
20200309,GA,12,,,,,,,,,,
20200309,HI,2,,,,,,,,,,
20200309,IA,3,26,8,,,,,,,,
20200309,ID,0,41,,,,,,,,,
20200309,IL,7,191,44,,,,,,,,
20200309,IN,2,,,,,,,,,,
20200309,KS,1,11,0,,,,,,,,
20200309,KY,4,17,,,,,,,,,
20200309,LA,1,5,,,,,,,,,
20200309,MA,41,,,,,,,,,,
20200309,MD,5,73,,,,,,,,,
20200309,ME,0,1,,,,,,,,,
20200309,MI,0,36,11,,,,,,,,
20200309,MN,2,80,,,,,,,,,
20200309,MO,1,,,,,,,,,,
20200309,MS,0,,,,,,,,,,
20200309,MT,0,11,,,,,,,,,
20200309,NC,2,,,,,,,,,,
20200309,ND,0,0,,,,,,,,,
20200309,NE,3,36,9,,,,,,,,
20200309,NH,4,38,5,,,,,,,,
20200309,NJ,11,35,14,,,,,,,,
20200309,NM,0,57,0,,,,,,,,
20200309,NV,1,14,,,,,,,,,
20200309,NY,142,92,,,,,,,,,
20200309,OH,3,11,5,,,,,,,,
20200309,OK,1,8,10,,,,,,,,
20200309,OR,14,165,52,,,,,,,,
20200309,PA,10,,,,,,,,,,
20200309,RI,3,30,6,,,,,,,,
20200309,SC,7,24,,,,,,,,,
20200309,SD,0,5,0,,,,,,,,
20200309,TN,3,,,,,,,,,,
20200309,TX,12,,,,,,,,,,
20200309,UT,1,,,,,,,,,,
20200309,VA,3,38,9,,,,,,,,
20200309,VT,1,34,,,,,,,,,
20200309,WA,343,"1,110",,,,,,,,,35
20200309,WI,1,36,,,,,,,,,
20200309,WV,0,2,3,,,,,,,,
20200309,WY,0,,,,,,,,,,
20200308,AK,0,14,6,,,,,,,,
20200308,AL,0,,,,,,,,,,
20200308,AR,0,6,0,,,,,,,,
20200308,AZ,5,44,7,,,,,,,,
20200308,CA,88,462,,,,,,,,,
20200308,CO,8,104,,,,,,,,,
20200308,CT,1,29,8,,,,,,,,
20200308,DC,1,10,0,,,,,,,,
20200308,DE,0,10,0,,,,,,,,
20200308,FL,17,118,108,,,,,,,,
20200308,GA,7,,,,,,,,,,
20200308,HI,1,,,,,,,,,,
20200308,IA,0,15,2,,,,,,,,
20200308,ID,0,27,,,,,,,,,
20200308,IL,6,191,44,,,,,,,,
20200308,IN,2,,,,,,,,,,
20200308,KS,1,11,0,,,,,,,,
20200308,KY,1,13,,,,,,,,,
20200308,LA,0,5,,,,,,,,,
20200308,MA,13,,,,,,,,,,
20200308,MD,3,52,,,,,,,,,
20200308,ME,0,1,,,,,,,,,
20200308,MI,0,26,10,,,,,,,,
20200308,MN,1,48,,,,,,,,,
20200308,MO,1,,,,,,,,,,
20200308,MS,0,,,,,,,,,,
20200308,MT,0,11,,,,,,,,,
20200308,NC,2,,,,,,,,,,
20200308,ND,0,0,,,,,,,,,
20200308,NE,1,17,5,,,,,,,,
20200308,NH,4,38,5,,,,,,,,
20200308,NJ,6,31,0,,,,,,,,
20200308,NM,0,48,0,,,,,,,,
20200308,NV,1,14,,,,,,,,,
20200308,NY,105,92,,,,,,,,,
20200308,OH,0,10,4,,,,,,,,
20200308,OK,1,8,2,,,,,,,,
20200308,OR,14,100,53,,,,,,,,
20200308,PA,6,,,,,,,,,,
20200308,RI,3,30,12,,,,,,,,
20200308,SC,2,8,,,,,,,,,
20200308,SD,0,5,0,,,,,,,,
20200308,TN,3,,,,,,,,,,
20200308,TX,8,,,,,,,,,,
20200308,UT,1,,,,,,,,,,
20200308,VA,2,36,6,,,,,,,,
20200308,VT,1,28,,,,,,,,,
20200308,WA,246,640,60,,,,,,,,31
20200308,WI,1,31,12,,,,,,,,
20200308,WV,0,2,3,,,,,,,,
20200308,WY,0,,,,,,,,,,
20200307,AK,0,12,2,,,,,,,,
20200307,AL,0,,,,,,,,,,
20200307,AR,0,6,0,,,,,,,,
20200307,AZ,5,44,7,,,,,,,,
20200307,CA,69,462,,,,,,,,,
20200307,CO,8,55,69,,,,,,,,
20200307,CT,0,,,,,,,,,,
20200307,DC,0,8,1,,,,,,,,
20200307,DE,0,10,0,,,,,,,,
20200307,FL,14,100,88,,,,,,,,
20200307,GA,6,,,,,,,,,,
20200307,HI,1,,,,,,,,,,
20200307,IA,0,15,2,,,,,,,,
20200307,ID,0,27,,,,,,,,,
20200307,IL,6,191,44,,,,,,,,
20200307,IN,1,,,,,,,,,,
20200307,KS,0,11,2,,,,,,,,
20200307,KY,1,9,,,,,,,,,
20200307,LA,0,,,,,,,,,,
20200307,MA,13,,,,,,,,,,
20200307,MD,3,41,,,,,,,,,
20200307,ME,0,1,,,,,,,,,
20200307,MI,0,18,9,,,,,,,,
20200307,MN,1,48,,,,,,,,,
20200307,MO,0,,,,,,,,,,
20200307,MS,0,,,,,,,,,,
20200307,MT,0,11,,,,,,,,,
20200307,NC,2,,,,,,,,,,
20200307,ND,0,0,,,,,,,,,
20200307,NE,1,17,5,,,,,,,,
20200307,NH,2,20,3,,,,,,,,
20200307,NJ,4,,1,,,,,,,,
20200307,NM,0,48,0,,,,,,,,
20200307,NV,1,14,,,,,,,,,
20200307,NY,76,92,236,,,,,,,,
20200307,OH,0,9,5,,,,,,,,
20200307,OK,1,,,,,,,,,,
20200307,OR,7,77,40,,,,,,,,
20200307,PA,4,,,,,,,,,,
20200307,RI,2,30,,,,,,,,,
20200307,SC,2,8,,,,,,,,,
20200307,SD,0,5,0,,,,,,,,
20200307,TN,1,,,,,,,,,,
20200307,TX,8,,,,,,,,,,
20200307,UT,1,,,,,,,,,,
20200307,VA,0,31,7,,,,,,,,
20200307,VT,0,16,,,,,,,,,
20200307,WA,181,370,66,,,,,,,,27
20200307,WI,1,31,12,,,,,,,,
20200307,WV,0,2,3,,,,,,,,
20200307,WY,0,,,,,,,,,,
20200306,AK,0,8,1,,,,,,,,
20200306,AR,0,6,0,,,,,,,,
20200306,AZ,3,33,15,,,,,,,,
20200306,CA,60,462,,,,,,,,,
20200306,CO,2,46,30,,,,,,,,
20200306,DC,0,8,1,,,,,,,,
20200306,DE,0,10,0,,,,,,,,
20200306,FL,9,55,51,,,,,,,,
20200306,GA,2,,,,,,,,,,
20200306,IA,0,15,2,,,,,,,,
20200306,IL,5,180,35,,,,,,,,
20200306,IN,1,,,,,,,,,,
20200306,KS,0,4,0,,,,,,,,
20200306,KY,0,7,3,,,,,,,,
20200306,MA,8,,,,,,,,,,
20200306,MD,3,26,12,,,,,,,,
20200306,MI,0,8,8,,,,,,,,
20200306,MN,0,36,,,,,,,,,
20200306,NC,2,,,,,,,,,,
20200306,NE,0,17,5,,,,,,,,
20200306,NH,2,20,3,,,,,,,,
20200306,NJ,1,,,,,,,,,,
20200306,NM,0,16,0,,,,,,,,
20200306,NV,1,14,,,,,,,,,
20200306,NY,33,92,236,,,,,,,,
20200306,OH,0,8,2,,,,,,,,
20200306,OR,3,64,28,,,,,,,,
20200306,PA,2,,,,,,,,,,
20200306,RI,3,17,,,,,,,,,
20200306,SC,0,5,,,,,,,,,
20200306,TN,1,,,,,,,,,,
20200306,TX,5,,,,,,,,,,
20200306,VA,0,21,10,,,,,,,,
20200306,VT,0,8,,,,,,,,,
20200306,WA,149,370,,,,,,,,,26
20200306,WI,1,31,12,,,,,,,,
20200306,WV,0,1,4,,,,,,,,
20200305,AZ,2,28,6,,,,,,,,
20200305,CA,53,462,,,,,,,,,
20200305,CO,0,19,21,,,,,,,,
20200305,DC,0,6,2,,,,,,,,
20200305,FL,9,31,69,,,,,,,,
20200305,GA,2,,,,,,,,,,
20200305,IL,5,165,27,,,,,,,,
20200305,MA,2,,,,,,,,,,
20200305,MD,0,17,14,,,,,,,,
20200305,MI,0,8,0,,,,,,,,
20200305,NC,1,,,,,,,,,,
20200305,NE,0,17,5,,,,,,,,
20200305,NH,2,16,4,,,,,,,,
20200305,NJ,1,,,,,,,,,,
20200305,NV,1,14,,,,,,,,,
20200305,NY,22,76,24,,,,,,,,
20200305,OH,0,7,3,,,,,,,,
20200305,OR,3,45,13,,,,,,,,
20200305,RI,2,17,,,,,,,,,
20200305,SC,0,5,,,,,,,,,
20200305,TN,1,,,,,,,,,,
20200305,TX,1,,,,,,,,,,
20200305,VA,0,18,3,,,,,,,,
20200305,WA,96,,,,,,,,,,20
20200305,WI,1,19,6,,,,,,,,
20200304,AZ,2,27,5,,,,,,,,
20200304,CA,53,462,,,,,,,,,
20200304,FL,2,24,16,,,,,,,,
20200304,GA,2,,,,,,,,,,
20200304,IL,4,124,27,,,,,,,,
20200304,MA,2,,,,,,,,,,
20200304,NC,1,,,,,,,,,,
20200304,NH,2,10,7,,,,,,,,
20200304,NY,6,48,24,,,,,,,,
20200304,OR,3,29,18,,,,,,,,
20200304,RI,2,11,,,,,,,,,
20200304,SC,0,5,,,,,,,,,
20200304,TX,1,,,,,,,,,,
20200304,WA,76,,,,,,,,,,16
20200304,WI,1,19,6,,,,,,,,
20200303,RI,2,6,,,,,,,,,
20200303,WA,58,,,,,,,,,,14
20200302,RI,1,,,,,,,,,,
20200302,WA,34,,,,,,,,,,11
20200301,RI,1,,,,,,,,,,
20200301,WA,30,,,,,,,,,,8
20200229,WA,18,,,,,,,,,,5
20200228,WA,9,,,,,,,,,,4
